Date,Close
0,138.09552815175888
1,144.53075070348447
2,151.34564591106684
3,158.47742533336162
4,165.89426410790088
5,173.5749797699552
6,181.50482816432444
7,189.67349946819948
8,198.07390727731695
9,206.70127615679422
